frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y
2867,0,95.533,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2868,0,95.567,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2869,0,95.600,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2870,0,95.633,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2871,0,95.667,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2872,0,95.700,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2873,0,95.733,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2874,0,95.767,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2875,0,95.800,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2876,0,95.833,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2877,0,95.867,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2878,0,95.900,0.38,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2879,0,95.933,0.52,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2880,0,95.967,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2881,0,96.000,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2882,0,96.033,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2883,0,96.067,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2884,0,96.100,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2885,0,96.133,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2886,0,96.167,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2887,0,96.200,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2888,0,96.233,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2889,0,96.267,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2890,0,96.300,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2891,0,96.333,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2892,0,96.367,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2893,0,96.400,0.57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2894,0,96.433,0.98,1,0.882320,0.114188,-0.456588,0.886209,0.124673,-0.446195,1.099,0.259
2895,0,96.467,0.98,1,0.881756,0.121280,-0.455847,0.881915,0.134371,-0.451853,1.095,0.275
2896,0,96.500,0.98,1,0.879137,0.126879,-0.459370,0.880205,0.141567,-0.452987,1.092,0.286
2897,0,96.533,0.98,1,0.877715,0.130277,-0.461134,0.875679,0.146866,-0.460018,1.087,0.292
2898,0,96.567,0.98,1,0.879472,0.127965,-0.458425,0.874998,0.144278,-0.462127,1.088,0.288
2899,0,96.600,0.98,1,0.879880,0.121225,-0.459474,0.877706,0.137407,-0.459076,1.089,0.274
2900,0,96.633,0.98,1,0.887776,0.102439,-0.448732,0.882593,0.121202,-0.454247,1.099,0.243
2901,0,96.667,0.98,1,0.889178,0.087525,-0.449112,0.887005,0.104777,-0.449715,1.102,0.211
2902,0,96.700,0.98,1,0.890575,0.073871,-0.448797,0.882206,0.094027,-0.461379,1.096,0.182
2903,0,96.733,0.98,1,0.890423,0.066197,-0.450293,0.881365,0.086740,-0.464404,1.094,0.166
2904,0,96.767,0.98,1,0.885219,0.064875,-0.460628,0.880591,0.081614,-0.466797,1.087,0.157
2905,0,96.800,0.98,1,0.887654,0.064716,-0.455942,0.881162,0.079287,-0.466120,1.090,0.155
2906,0,96.833,0.98,1,0.886945,0.070178,-0.456513,0.880705,0.082872,-0.466359,1.090,0.164
2907,0,96.867,0.98,1,0.891717,0.080147,-0.445440,0.881449,0.093661,-0.462899,1.097,0.189
2908,0,96.900,0.98,1,0.892995,0.082863,-0.442372,0.887421,0.093846,-0.451307,1.106,0.195
2909,0,96.933,0.98,1,0.892539,0.091612,-0.441567,0.882622,0.105744,-0.458035,1.102,0.216
2910,0,96.967,0.98,1,0.892259,0.101475,-0.439975,0.876025,0.119062,-0.467337,1.097,0.238
2911,0,97.000,0.98,1,0.887634,0.115043,-0.445950,0.874247,0.136936,-0.465769,1.093,0.270
2912,0,97.033,0.98,1,0.887167,0.121240,-0.445236,0.871116,0.146619,-0.468679,1.091,0.285
2913,0,97.067,0.98,1,0.886458,0.111823,-0.449097,0.867150,0.141931,-0.477396,1.085,0.267
2914,0,97.100,0.98,1,0.888599,0.092548,-0.449252,0.869829,0.123162,-0.477732,1.086,0.229
2915,0,97.133,0.98,1,0.892002,0.074231,-0.445894,0.867356,0.105011,-0.486484,1.083,0.190
2916,0,97.167,0.98,1,0.893737,0.058671,-0.444738,0.866924,0.086682,-0.490846,1.082,0.154
2917,0,97.200,0.98,1,0.896127,0.043331,-0.441678,0.873976,0.062529,-0.481930,1.090,0.114
2918,0,97.233,0.98,1,0.894320,0.018256,-0.447056,0.871394,0.026196,-0.489884,1.083,0.047
2919,0,97.267,0.98,1,0.894245,-0.002541,-0.447571,0.867814,-0.001041,-0.496888,1.079,-0.004
2920,0,97.300,0.98,1,0.890973,-0.033703,-0.452804,0.857893,-0.035972,-0.512568,1.066,-0.072
2921,0,97.333,0.98,1,0.882883,-0.072140,-0.464019,0.843381,-0.080145,-0.531305,1.048,-0.152
2922,0,97.367,0.98,1,0.876298,-0.104758,-0.470241,0.839287,-0.121945,-0.529837,1.043,-0.223
2923,0,97.400,0.98,1,0.877618,-0.122098,-0.463549,0.844634,-0.145515,-0.515189,1.054,-0.267
2924,0,97.433,0.98,1,0.874655,-0.136332,-0.465179,0.849131,-0.166386,-0.501291,1.060,-0.304
2925,0,97.467,0.98,1,0.868536,-0.159024,-0.469422,0.845968,-0.190879,-0.497899,1.057,-0.347
2926,0,97.500,0.98,1,0.862414,-0.182483,-0.472168,0.841780,-0.212803,-0.496106,1.054,-0.388
2927,0,97.533,0.98,1,0.848757,-0.195253,-0.491415,0.833470,-0.230647,-0.502125,1.037,-0.405
2928,0,97.567,0.88,1,0.697408,0.043293,-0.715366,0.602182,0.058152,-0.796238,0.710,0.067
2929,0,97.600,0.88,1,0.691160,0.049460,-0.721007,0.596449,0.065020,-0.800013,0.702,0.075
2930,0,97.633,0.88,1,0.684661,0.044637,-0.727493,0.589873,0.060598,-0.805219,0.694,0.069
2931,0,97.667,0.98,1,0.686231,0.044539,-0.726019,0.588219,0.058793,-0.806562,0.694,0.067
2932,0,97.700,0.88,1,0.689662,0.046818,-0.722616,0.592151,0.062046,-0.803435,0.699,0.071
2933,0,97.733,0.93,1,0.685448,0.034461,-0.727306,0.587909,0.047236,-0.807547,0.693,0.053
2934,0,97.767,0.98,1,0.686019,0.031797,-0.726888,0.585182,0.046419,-0.809573,0.691,0.051
2935,0,97.800,0.98,1,0.680742,0.034180,-0.731725,0.583476,0.047554,-0.810737,0.687,0.053
2936,0,97.833,0.98,1,0.669127,0.035516,-0.742299,0.573702,0.045787,-0.817784,0.673,0.052
2937,0,97.867,0.98,1,0.676239,0.028465,-0.736132,0.573016,0.041909,-0.818472,0.677,0.045
2938,0,97.900,0.88,1,0.665290,0.019352,-0.746334,0.559736,0.034658,-0.827946,0.661,0.034
2939,0,97.933,0.88,1,0.679985,0.029568,-0.732630,0.574349,0.052464,-0.816928,0.680,0.053
2940,0,97.967,0.88,1,0.688275,0.022671,-0.725096,0.583926,0.047114,-0.810439,0.692,0.045
2941,0,98.000,0.88,1,0.708989,0.041113,-0.704020,0.613734,0.062833,-0.787009,0.726,0.070
2942,0,98.033,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2943,0,98.067,0.98,1,0.786336,0.065700,-0.614295,0.711003,0.093361,-0.696964,0.852,0.121
2944,0,98.100,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2945,0,98.133,0.98,1,0.853953,0.018159,-0.520033,0.814162,0.033253,-0.579685,0.988,0.047
2946,0,98.167,0.98,1,0.847407,0.050904,-0.528499,0.807209,0.072452,-0.585802,0.978,0.110
2947,0,98.200,0.98,1,0.855175,0.053243,-0.515598,0.817117,0.074850,-0.571591,0.994,0.117
2948,0,98.233,0.98,1,0.849273,0.062758,-0.524210,0.815570,0.084347,-0.572478,0.988,0.133
2949,0,98.267,0.98,1,0.860078,0.044980,-0.508176,0.821831,0.061281,-0.566427,1.002,0.099
2950,0,98.300,0.98,1,0.866415,0.045798,-0.497220,0.831556,0.062607,-0.551900,1.017,0.103
2951,0,98.333,0.98,1,0.871030,0.039517,-0.489638,0.848646,0.053026,-0.526297,1.037,0.091
2952,0,98.367,0.98,1,0.874278,0.033519,-0.484267,0.857006,0.046425,-0.513211,1.048,0.080
2953,0,98.400,0.98,1,0.876203,0.024319,-0.481328,0.860201,0.036555,-0.508643,1.053,0.061
2954,0,98.433,0.98,1,0.871338,0.007340,-0.490628,0.856969,0.015871,-0.515124,1.044,0.023
2955,0,98.467,0.98,1,0.870766,-0.008700,-0.491621,0.851622,0.000850,-0.524155,1.038,-0.008
2956,0,98.500,0.98,1,0.866548,-0.012585,-0.498935,0.840836,0.000495,-0.541290,1.024,-0.012
2957,0,98.533,0.98,1,0.866492,-0.018272,-0.498857,0.838556,-0.002786,-0.544808,1.022,-0.020
2958,0,98.567,0.98,1,0.862540,-0.019684,-0.505607,0.836370,-0.002455,-0.548159,1.016,-0.021
2959,0,98.600,0.98,1,0.861363,-0.019035,-0.507634,0.844489,-0.008331,-0.535509,1.022,-0.026
2960,0,98.633,0.98,1,0.857343,-0.020425,-0.514341,0.841738,-0.012694,-0.539737,1.016,-0.031
2961,0,98.667,0.98,1,0.859676,-0.038625,-0.509377,0.835498,-0.028955,-0.548730,1.013,-0.064
2962,0,98.700,0.98,1,0.846592,-0.047252,-0.530140,0.808727,-0.026904,-0.587568,0.977,-0.066
2963,0,98.733,0.98,1,0.842142,-0.041775,-0.537636,0.800323,-0.017051,-0.599327,0.965,-0.052
2964,0,98.767,0.98,1,0.835098,-0.019203,-0.549765,0.786111,0.015167,-0.617899,0.947,-0.003
2965,0,98.800,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2966,0,98.833,0.77,1,0.764558,0.102359,-0.636376,0.691001,0.158000,-0.705375,0.826,0.192
2967,0,98.867,0.77,1,0.742953,0.114139,-0.659540,0.656913,0.168163,-0.734974,0.787,0.200
2968,0,98.900,0.77,1,0.714355,0.132678,-0.687090,0.623403,0.183248,-0.760124,0.746,0.215
2969,0,98.933,0.77,1,0.681986,0.160241,-0.713595,0.576660,0.204894,-0.790874,0.697,0.238
2970,0,98.967,0.88,1,0.651503,0.162245,-0.741094,0.540377,0.202703,-0.816642,0.653,0.230
2971,0,99.000,0.88,1,0.595661,0.164701,-0.786169,0.484976,0.190266,-0.853579,0.583,0.213
2972,0,99.033,0.98,1,0.588211,0.147145,-0.795208,0.473989,0.163021,-0.865309,0.569,0.185
2973,0,99.067,0.93,1,0.600888,0.120290,-0.790230,0.485223,0.134016,-0.864060,0.581,0.153
2974,0,99.100,0.93,1,0.598635,0.106186,-0.793952,0.480851,0.117270,-0.868924,0.576,0.134
2975,0,99.133,0.93,1,0.616273,0.099177,-0.781263,0.497871,0.113617,-0.859776,0.596,0.129
2976,0,99.167,0.93,1,0.623687,0.095429,-0.775827,0.508710,0.110082,-0.853871,0.607,0.125
2977,0,99.200,0.93,1,0.626751,0.089093,-0.774110,0.510825,0.105388,-0.853201,0.610,0.119
2978,0,99.233,0.93,1,0.630168,0.085173,-0.771773,0.510465,0.102762,-0.853736,0.612,0.115
2979,0,99.267,0.93,1,0.626376,0.076540,-0.775755,0.513114,0.092692,-0.853301,0.610,0.104
2980,0,99.300,0.93,1,0.634058,0.072982,-0.769834,0.521126,0.090333,-0.848686,0.620,0.101
2981,0,99.333,0.93,1,0.641337,0.068731,-0.764175,0.530576,0.087088,-0.843152,0.630,0.097
2982,0,99.367,0.93,1,0.654142,0.065295,-0.753548,0.538593,0.085194,-0.838248,0.643,0.094
2983,0,99.400,0.93,1,0.660522,0.065872,-0.747912,0.548302,0.085864,-0.831861,0.653,0.096
2984,0,99.433,0.93,1,0.662221,0.067465,-0.746265,0.550920,0.087273,-0.829983,0.656,0.098
2985,0,99.467,0.93,1,0.675084,0.082148,-0.733153,0.568053,0.100637,-0.816816,0.676,0.117
2986,0,99.500,0.77,1,0.692611,0.071082,-0.717801,0.590218,0.088647,-0.802362,0.701,0.105
2987,0,99.533,0.88,1,0.705938,0.076527,-0.704128,0.610276,0.092487,-0.786771,0.723,0.113
2988,0,99.567,0.88,1,0.721823,0.092574,-0.685858,0.632826,0.105365,-0.767092,0.750,0.135
2989,0,99.600,0.88,1,0.734082,0.086373,-0.673546,0.652081,0.094700,-0.752212,0.771,0.126
2990,0,99.633,0.62,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2991,0,99.667,0.88,1,0.753336,0.082197,-0.652479,0.676608,0.093798,-0.730344,0.802,0.127
2992,0,99.700,0.62,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2993,0,99.733,0.88,1,0.750788,0.074944,-0.656278,0.678045,0.085141,-0.730073,0.800,0.115
2994,0,99.767,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2995,0,99.800,0.68,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2996,0,99.833,0.68,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2997,0,99.867,0.38,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
2998,0,99.900,0.98,1,0.858859,0.029101,-0.511385,0.821406,0.046700,-0.568429,1.000,0.070
2999,0,99.933,0.98,1,0.862846,0.049751,-0.503013,0.829755,0.074308,-0.553160,1.013,0.117
3000,0,99.967,0.98,1,0.860982,0.065820,-0.504358,0.831128,0.094744,-0.547951,1.014,0.151
3001,0,100.000,0.98,1,0.864346,0.077639,-0.496868,0.836175,0.107664,-0.537791,1.024,0.177
3002,0,100.033,0.98,1,0.856953,0.083722,-0.508549,0.837959,0.115670,-0.533334,1.020,0.189
3003,0,100.067,0.98,1,0.857156,0.080293,-0.508761,0.837260,0.111161,-0.535387,1.019,0.181
3004,0,100.100,0.98,1,0.853132,0.078647,-0.515733,0.839823,0.107437,-0.532123,1.017,0.176
3005,0,100.133,0.98,1,0.852724,0.074840,-0.516973,0.836802,0.105134,-0.537318,1.013,0.169
3006,0,100.167,0.98,1,0.861288,0.070618,-0.503186,0.845082,0.104869,-0.524250,1.029,0.169
3007,0,100.200,0.98,1,0.864164,0.069672,-0.498364,0.854776,0.107302,-0.507783,1.041,0.174
3008,0,100.233,0.98,1,0.860065,0.074120,-0.504771,0.849953,0.114662,-0.514230,1.033,0.183
3009,0,100.267,0.98,1,0.848853,0.082920,-0.522085,0.839520,0.130928,-0.527318,1.015,0.201
3010,0,100.300,0.98,1,0.848675,0.075872,-0.523445,0.839538,0.130229,-0.527462,1.014,0.194
3011,0,100.333,0.98,1,0.846485,0.065800,-0.528330,0.839166,0.123580,-0.529650,1.010,0.177
3012,0,100.367,0.98,1,0.847058,0.056933,-0.528443,0.840469,0.117398,-0.528988,1.011,0.163
3013,0,100.400,0.98,1,0.847470,0.052110,-0.528280,0.842318,0.115710,-0.526413,1.013,0.158
3014,0,100.433,0.98,1,0.847953,0.053976,-0.527315,0.842206,0.120429,-0.525533,1.014,0.164
3015,0,100.467,0.98,1,0.846973,0.063031,-0.527886,0.837449,0.131641,-0.530424,1.010,0.182
3016,0,100.500,0.98,1,0.848231,0.066074,-0.525488,0.837586,0.132841,-0.529909,1.011,0.186
3017,0,100.533,0.98,1,0.844040,0.070796,-0.531586,0.832687,0.132583,-0.537638,1.003,0.188
3018,0,100.567,0.98,1,0.845468,0.081078,-0.527836,0.830460,0.142407,-0.538569,1.004,0.207
3019,0,100.600,0.98,1,0.841843,0.080856,-0.533632,0.828959,0.142190,-0.540933,0.999,0.205
3020,0,100.633,0.98,1,0.841433,0.095524,-0.531852,0.819973,0.156091,-0.550709,0.993,0.228
3021,0,100.667,0.98,1,0.835437,0.104744,-0.539513,0.812725,0.173698,-0.556154,0.984,0.249
3022,0,100.700,0.38,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
3023,0,100.733,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
3024,0,100.767,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
3025,0,100.800,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
3026,0,100.833,0.98,1,0.837785,0.055101,-0.543213,0.798064,0.138131,-0.586526,0.966,0.169
3027,0,100.867,0.98,1,0.826403,0.105147,-0.553174,0.775112,0.126181,-0.619096,0.939,0.195
3028,0,100.900,0.98,1,0.831817,0.077762,-0.549576,0.781269,0.087031,-0.618097,0.944,0.140
3029,0,100.933,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
3030,0,100.967,0.47,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
3031,0,101.000,0.68,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000
3032,0,101.033,0.77,1,0.768854,0.171684,-0.615945,0.698056,0.178176,-0.693521,0.842,0.261
3033,0,101.067,0.77,1,0.766399,0.184146,-0.615404,0.703022,0.188186,-0.685818,0.846,0.279
3034,0,101.100,0.88,1,0.767325,0.188953,-0.612788,0.703514,0.188761,-0.685155,0.848,0.283
3035,0,101.133,0.88,1,0.772485,0.186089,-0.607156,0.709210,0.184649,-0.680387,0.855,0.280
3036,0,101.167,0.88,1,0.780500,0.180406,-0.598559,0.712613,0.177779,-0.678658,0.863,0.273
3037,0,101.200,0.77,1,0.773800,0.176443,-0.608359,0.703780,0.173840,-0.688821,0.850,0.264
3038,0,101.233,0.77,1,0.765094,0.174528,-0.619816,0.690215,0.169723,-0.703419,0.833,0.255
3039,0,101.267,0.88,1,0.757146,0.170990,-0.630470,0.676963,0.164154,-0.717478,0.816,0.244
3040,0,101.300,0.88,1,0.757045,0.169300,-0.631047,0.673512,0.160675,-0.721502,0.813,0.239
3041,0,101.333,0.88,1,0.750984,0.166097,-0.639089,0.661612,0.156906,-0.733246,0.800,0.231
3042,0,101.367,0.88,1,0.748536,0.167434,-0.641608,0.660532,0.157849,-0.734017,0.797,0.232
3043,0,101.400,0.88,1,0.742388,0.165151,-0.649296,0.653203,0.154433,-0.741267,0.787,0.226
3044,0,101.433,0.88,1,0.738124,0.170614,-0.652736,0.645722,0.158136,-0.747019,0.780,0.231
3045,0,101.467,0.88,1,0.739715,0.181751,-0.647910,0.650447,0.169309,-0.740441,0.786,0.248
3046,0,101.500,0.88,1,0.735844,0.188793,-0.650300,0.645734,0.174794,-0.743286,0.781,0.255
3047,0,101.533,0.88,1,0.733150,0.198374,-0.650492,0.643771,0.184775,-0.742575,0.780,0.268
3048,0,101.567,0.88,1,0.727429,0.212283,-0.652521,0.640907,0.197255,-0.741842,0.776,0.286
3049,0,101.600,0.88,1,0.727545,0.220310,-0.649724,0.640500,0.204060,-0.740351,0.777,0.296
3050,0,101.633,0.93,1,0.725819,0.230692,-0.648049,0.641265,0.213008,-0.737161,0.779,0.310
3051,0,101.667,0.93,1,0.727439,0.222351,-0.649148,0.644488,0.203135,-0.737138,0.780,0.298
3052,0,101.700,0.93,1,0.725187,0.210136,-0.655703,0.640522,0.190139,-0.744029,0.773,0.279
3053,0,101.733,0.93,1,0.732055,0.192783,-0.653399,0.644015,0.170876,-0.745685,0.777,0.254
3054,0,101.767,0.88,1,0.731939,0.159914,-0.662338,0.648927,0.138681,-0.748105,0.775,0.209
3055,0,101.800,0.88,1,0.734844,0.133338,-0.665000,0.644675,0.111060,-0.756347,0.770,0.170
3056,0,101.833,0.88,1,0.728292,0.113352,-0.675827,0.639703,0.090472,-0.763279,0.760,0.141
3057,0,101.867,0.98,1,0.711821,0.080316,-0.697754,0.619605,0.056278,-0.782893,0.732,0.092
3058,0,101.900,0.98,1,0.677539,0.040393,-0.734377,0.582387,0.012882,-0.812809,0.683,0.034
3059,0,101.933,0.98,1,0.649143,0.029792,-0.760082,0.548087,0.004438,-0.836409,0.643,0.021
3060,0,101.967,0.93,1,0.656417,0.049962,-0.752742,0.556302,0.024750,-0.830612,0.654,0.047
3061,0,102.000,0.93,1,0.656734,0.081913,-0.749661,0.564463,0.058394,-0.823390,0.660,0.089
3062,0,102.033,0.88,1,0.664302,0.082046,-0.742948,0.569147,0.060904,-0.819977,0.668,0.091
3063,0,102.067,0.93,1,0.654381,0.070221,-0.752897,0.564644,0.046398,-0.824029,0.658,0.074
3064,0,102.100,0.93,1,0.648547,0.082053,-0.756739,0.557672,0.061667,-0.827768,0.651,0.090
3065,0,102.133,0.98,1,0.648493,0.092905,-0.755530,0.558027,0.072523,-0.826648,0.651,0.104
3066,0,102.167,0.98,1,0.644945,0.084732,-0.759517,0.553810,0.064262,-0.830160,0.646,0.093
3067,0,102.200,0.93,1,0.650345,0.064452,-0.756900,0.554036,0.045120,-0.831269,0.649,0.069
3068,0,102.233,0.93,1,0.656348,0.058154,-0.752214,0.555607,0.039746,-0.830495,0.654,0.062
3069,0,102.267,0.93,1,0.653228,0.064344,-0.754422,0.548576,0.046953,-0.834781,0.647,0.070
3070,0,102.300,0.88,1,0.650094,0.077186,-0.755924,0.546614,0.060076,-0.835227,0.645,0.086
3071,0,102.333,0.93,1,0.647235,0.088705,-0.757112,0.544112,0.072206,-0.835900,0.642,0.101
3072,0,102.367,0.93,1,0.648399,0.122310,-0.751412,0.552314,0.105264,-0.826964,0.650,0.143
3073,0,102.400,0.98,1,0.642147,0.150687,-0.751626,0.554037,0.130661,-0.822175,0.650,0.177
3074,0,102.433,0.98,1,0.637523,0.148192,-0.756045,0.548794,0.129779,-0.825822,0.643,0.174
3075,0,102.467,0.98,1,0.655955,0.133035,-0.742984,0.561743,0.115731,-0.819177,0.662,0.158
3076,0,102.500,0.98,1,0.654210,0.128464,-0.745323,0.555387,0.111550,-0.824077,0.657,0.152
3077,0,102.533,0.98,1,0.643154,0.135026,-0.753738,0.540756,0.121225,-0.832399,0.641,0.160
3078,0,102.567,0.98,1,0.641045,0.129001,-0.756584,0.537990,0.116122,-0.834914,0.638,0.153
3079,0,102.600,0.93,1,0.627225,0.131754,-0.767613,0.519516,0.117942,-0.846282,0.618,0.153
3080,0,102.633,0.93,1,0.618967,0.132959,-0.774081,0.509995,0.117160,-0.852161,0.607,0.153
3081,0,102.667,0.93,1,0.618199,0.141116,-0.773251,0.507360,0.124878,-0.852638,0.606,0.162
3082,0,102.700,0.93,1,0.606975,0.149669,-0.780500,0.497276,0.132604,-0.857399,0.593,0.171
3083,0,102.733,0.93,1,0.607085,0.141564,-0.781926,0.495671,0.120542,-0.860105,0.591,0.158
3084,0,102.767,0.93,1,0.610303,0.143839,-0.779000,0.501249,0.122665,-0.856564,0.597,0.162
3085,0,102.800,0.88,1,0.611131,0.151603,-0.776876,0.497607,0.128402,-0.857846,0.596,0.170
3086,0,102.833,0.93,1,0.621453,0.149909,-0.768975,0.510397,0.126187,-0.850630,0.610,0.169
3087,0,102.867,0.93,1,0.636884,0.155414,-0.755133,0.534222,0.129931,-0.835299,0.635,0.178
3088,0,102.900,0.98,1,0.647834,0.160273,-0.744731,0.559052,0.134634,-0.818129,0.658,0.187
3089,0,102.933,0.88,1,0.668003,0.156338,-0.727551,0.581894,0.129463,-0.802894,0.685,0.185
3090,0,102.967,0.88,1,0.696728,0.142117,-0.703117,0.611602,0.113279,-0.783014,0.722,0.170
3091,0,103.000,0.88,1,0.704751,0.134864,-0.696519,0.623012,0.105978,-0.775000,0.734,0.162
3092,0,103.033,0.88,1,0.704321,0.130833,-0.697721,0.622876,0.102608,-0.775563,0.733,0.157
3093,0,103.067,0.88,1,0.703719,0.135474,-0.697442,0.625559,0.107650,-0.772715,0.735,0.164
3094,0,103.100,0.88,1,0.711859,0.128842,-0.690403,0.633030,0.100317,-0.767600,0.745,0.156
3095,0,103.133,0.88,1,0.713225,0.120750,-0.690456,0.636078,0.091700,-0.766156,0.747,0.145
3096,0,103.167,0.88,1,0.723601,0.105090,-0.682171,0.643192,0.078791,-0.761640,0.758,0.127
3097,0,103.200,0.88,1,0.703489,0.089795,-0.705011,0.622759,0.064589,-0.779743,0.729,0.104
3098,0,103.233,0.93,1,0.698461,0.068936,-0.712320,0.610233,0.047802,-0.790778,0.716,0.078
3099,0,103.267,0.93,1,0.694525,0.059282,-0.717022,0.601193,0.040563,-0.798074,0.708,0.066
3100,0,103.300,0.93,1,0.689509,0.059704,-0.721812,0.594568,0.042622,-0.802915,0.700,0.067
3101,0,103.333,0.93,1,0.681993,0.057487,-0.729096,0.586322,0.041841,-0.808997,0.690,0.064
3102,0,103.367,0.93,1,0.674479,0.049974,-0.736601,0.581496,0.034246,-0.812828,0.681,0.054
3103,0,103.400,0.98,1,0.670003,0.080307,-0.738002,0.573389,0.068177,-0.816442,0.675,0.095
3104,0,103.433,0.98,1,0.665395,0.073438,-0.742870,0.566259,0.063381,-0.821787,0.667,0.087
3105,0,103.467,0.98,1,0.664009,0.063390,-0.745032,0.562671,0.054289,-0.824896,0.663,0.075
3106,0,103.500,0.98,1,0.656142,0.056669,-0.752506,0.551873,0.048219,-0.832533,0.651,0.066
3107,0,103.533,0.98,1,0.637719,0.047570,-0.768799,0.531250,0.038664,-0.846333,0.626,0.053
3108,0,103.567,0.98,1,0.636450,0.051513,-0.769596,0.529824,0.042431,-0.847045,0.625,0.058
3109,0,103.600,0.98,1,0.632377,0.049278,-0.773092,0.527323,0.038821,-0.848777,0.621,0.054
3110,0,103.633,0.98,1,0.627761,0.057193,-0.776303,0.521608,0.047261,-0.851875,0.615,0.064
3111,0,103.667,0.93,1,0.626314,0.073312,-0.776116,0.519411,0.061772,-0.852289,0.613,0.083
3112,0,103.700,0.98,1,0.627276,0.099767,-0.772380,0.524389,0.089676,-0.846743,0.618,0.116
3113,0,103.733,0.98,1,0.627408,0.094843,-0.772893,0.524376,0.081493,-0.847578,0.618,0.108
3114,0,103.767,0.98,1,0.630911,0.088277,-0.770817,0.528180,0.072724,-0.846013,0.622,0.099
3115,0,103.800,0.98,1,0.635080,0.090424,-0.767136,0.533808,0.074958,-0.842277,0.628,0.102
3116,0,103.833,0.98,1,0.635280,0.088360,-0.767211,0.536008,0.073502,-0.841007,0.629,0.100
3117,0,103.867,0.98,1,0.633476,0.084905,-0.769090,0.534174,0.069926,-0.842477,0.627,0.096
3118,0,103.900,0.98,1,0.636051,0.079779,-0.767512,0.536284,0.063816,-0.841622,0.630,0.089
3119,0,103.933,0.98,1,0.641263,0.084247,-0.762682,0.543987,0.067539,-0.836371,0.638,0.095
